Order ID,Fiscal Year,Consumer Gender,Consumer Ethnicity ,First Time Customer,Region,State,Product #,Product Line
927144,y15,M,Race2,0,G,CA,Product 1,Line 1
927527,y15,M,Race6,,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
944092,y15,M,Race4,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
905307,y15,F,Race1,FG,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
864261,y15,M,Race6,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
944092,y15,M,Race4,,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
905307,y15,F,Race1,FG,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
944092,y15,M,Race4,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
905307,y15,F,Race1,FG,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
902031,y15,M,Race6,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
950139,y15,F,Race3,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
902031,y15,M,Race6,,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
950139,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
864261,y15,M,Race6,,G,CA,Product 1,Line 1
950139,y15,F,Race3,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
864261,y15,M,Race6,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
864261,y15,M,Race6,,G,CA,Product 1,Line 1
950139,y15,F,Race3,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
944443,y15,F,Race4,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
947022,y15,M,Race6,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
944092,y15,M,Race4,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
907356,y15,F,Race2,,G,CA,Product 1,Line 1
905307,y15,F,Race1,FG,G,CA,Product 1,Line 1
944092,y15,M,Race4,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
905307,y15,F,Race1,FG,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
944426,y15,M,Race3,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
950150,y15,F,Race6,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
720948,y15,F,Race2,FG,G,CA,Product 1,Line 1
947350,y15,M,Race6,,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
949174,y15,M,Race1,,G,CA,Product 1,Line 1
944550,y15,M,Race3,,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
947349,y15,F,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
949172,y15,F,Race2,,G,CA,Product 1,Line 1
949942,y15,M,Race6,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
946622,y15,M,Race6,,G,CA,Product 1,Line 1
943724,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
949704,y15,M,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
947718,y15,M,Race6,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
943691,y15,F,Race7,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
950139,y15,F,Race3,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
950265,y15,F,Race3,,G,CA,Product 1,Line 1
947611,y15,M,Race6,,G,CA,Product 1,Line 1
949860,y15,M,Race2,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
948754,y15,M,Race6,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
888346,y15,F,Race3,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
948755,y15,F,Race2,,G,CA,Product 1,Line 1
879191,y15,F,Race6,,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
827149,y15,M,Race3,FG,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
949175,y15,M,Race1,,G,CA,Product 1,Line 1
892462,y15,M,Race3,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
944439,y15,F,Race1,,G,CA,Product 1,Line 1
950148,y15,M,Race6,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
941464,y15,M,Race7,,G,CA,Product 1,Line 1
731249,y15,F,Race6,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
947612,y15,M,Race2,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
946896,y15,M,Race5,,G,CA,Product 1,Line 1
947023,y15,F,Race5,,G,CA,Product 1,Line 1
947023,y15,F,Race5,,G,CA,Product 1,Line 1
947023,y15,F,Race5,,G,CA,Product 1,Line 1
947023,y15,F,Race5,,G,CA,Product 1,Line 1
947195,y15,F,Race5,,,CA,Product 1,Line 1
947195,y15,F,Race5,,,CA,Product 1,Line 1
947195,y15,F,Race5,,,CA,Product 1,Line 1
947195,y15,F,Race5,,,CA,Product 1,Line 1
927623,y15,M,Race6,FG,G,CA,Product 1,Line 1
947195,y15,F,Race5,,,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
949705,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
950146,y15,F,Race5,,G,CA,Product 1,Line 1
927750,y15,F,Race6,,G,CA,Product 1,Line 1
927750,y15,F,Race6,0,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950976,y15,F,Race5,,G,CA,Product 1,Line 1
950982,y15,M,Race5,,G,CA,Product 1,Line 1
950982,y15,M,Race5,,G,CA,Product 1,Line 1
950982,y15,M,Race5,,G,CA,Product 1,Line 1
950982,y15,M,Race5,,G,CA,Product 1,Line 1
927769,y15,F,Race3,,G,CA,Product 1,Line 1
927769,y15,F,Race3,,G,CA,Product 1,Line 1
927769,y15,F,Race3,0,G,CA,Product 1,Line 1
927857,y15,M,Race6,FG,G,CA,Product 1,Line 1
927857,y15,M,Race6,FG,G,CA,Product 1,Line 1
927857,y15,M,Race6,FG,G,CA,Product 1,Line 1
927943,y15,M,Race6,,G,CA,Product 1,Line 1
927943,y15,M,Race6,0,G,CA,Product 1,Line 1
928061,y15,M,Race3,FG,G,CA,Product 1,Line 1
928061,y15,M,Race3,FG,G,CA,Product 1,Line 1
928061,y15,M,Race3,FG,G,CA,Product 1,Line 1
951652,y15,F,Race5,,G,CA,Product 1,Line 1
928375,y15,F,Race3,,G,CA,Product 1,Line 1
928375,y15,F,Race3,,G,CA,Product 1,Line 1
928375,y15,F,Race3,0,G,CA,Product 1,Line 1
928521,y15,F,Race3,FG,G,CA,Product 1,Line 1
928521,y15,F,Race3,FG,G,CA,Product 1,Line 1
928549,y15,M,Race2,,G,CA,Product 1,Line 1
928549,y15,M,Race2,0,G,CA,Product 1,Line 1
928549,y15,M,Race2,0,G,CA,Product 1,Line 1
951652,y15,F,Race5,,G,CA,Product 1,Line 1
928635,y15,M,Race6,,G,CA,Product 1,Line 1
928635,y15,M,Race6,,G,CA,Product 1,Line 1
928908,y15,F,Race2,FG,G,CA,Product 1,Line 1
928908,y15,F,Race2,FG,G,CA,Product 1,Line 1
928908,y15,F,Race2,FG,G,CA,Product 1,Line 1
929190,y15,M,Race3,,G,CA,Product 1,Line 1
929190,y15,M,Race3,,G,CA,Product 1,Line 1
929426,y15,F,Race6,FG,G,CA,Product 1,Line 1
914480,y15,M,Race3,FG,G,CA,Product 1,Line 1
953595,y15,M,Race1,,G,CA,Product 1,Line 1
953406,y15,F,Race4,,G,CA,Product 1,Line 1
953689,y15,F,Race6,,,CA,Product 1,Line 1
951078,y15,M,Race6,,G,CA,Product 1,Line 1
951015,y15,M,Race2,,G,CA,Product 1,Line 1
951652,y15,F,Race5,,G,CA,Product 1,Line 1
953783,y17,F,Race2,,G,CA,Product 1,Line 1
953028,y17,F,Race2,,G,CA,Product 1,Line 1
953594,y17,F,Race4,,G,CA,Product 1,Line 1
953688,y17,F,Race1,,,CA,Product 1,Line 1
953782,y17,F,Race3,,G,CA,Product 1,Line 1
953656,y17,M,Race6,,G,CA,Product 1,Line 1
953593,y17,M,Race3,,G,CA,Product 1,Line 1
745026,y17,M,Race6,,G,CA,Product 1,Line 1
951652,y17,F,Race5,,G,CA,Product 1,Line 1
953687,y17,M,Race6,,,CA,Product 2,Line 1
953026,y17,M,Race6,,G,CA,Product 2,Line 1
953718,y17,M,Race6,,G,CA,Product 2,Line 1
741974,y17,F,Race6,,G,CA,Product 2,Line 1
951500,y17,M,Race4,,G,CA,Product 2,Line 1
953403,y17,M,Race6,,G,CA,Product 2,Line 1
953686,y17,F,Race2,,,CA,Product 2,Line 1
953733,y17,M,Race2,,G,CA,Product 2,Line 1
523262,y17,F,Race3,,G,CA,Product 2,Line 1
836356,y17,M,Race6,,G,CA,Product 2,Line 1
951652,y17,F,Race5,,G,CA,Product 2,Line 1
887896,y17,F,Race6,,G,CA,Product 2,Line 1
953717,y17,F,Race2,,G,CA,Product 2,Line 1
950225,y17,M,Race6,,G,CA,Product 2,Line 1
953402,y17,F,Race4,,G,CA,Product 2,Line 1
951652,y17,F,Race5,,G,CA,Product 2,Line 1
953842,y17,F,Race2,,G,CA,Product 2,Line 1
953716,y17,M,Race3,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
953401,y17,F,Race4,,G,CA,Product 2,Line 1
946921,y17,F,Race4,,G,CA,Product 2,Line 1
947613,y17,M,Race2,,G,CA,Product 2,Line 1
953841,y17,M,Race1,,G,CA,Product 2,Line 1
892345,y17,F,Race3,,G,CA,Product 2,Line 1
953699,y17,M,Race6,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
652306,y17,F,Race2,,G,CA,Product 2,Line 1
905760,y17,F,Race1,,G,CA,Product 2,Line 1
953258,y17,M,Race4,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
950867,y17,F,Race6,,G,CA,Product 2,Line 1
950977,y17,M,Race6,,G,CA,Product 2,Line 1
993725,y17,F,Race6,,G,CA,Product 2,Line 1
953257,y17,F,Race4,,G,CA,Product 2,Line 1
924003,y17,M,Race6,,G,CA,Product 2,Line 1
950866,y17,M,Race6,,G,CA,Product 2,Line 1
953115,y17,M,Race6,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
907630,y17,F,Race6,,G,CA,Product 2,Line 1
859487,y17,F,Race2,,G,CA,Product 2,Line 1
951707,y17,F,Race5,,G,CA,Product 2,Line 1
948758,y17,M,Race6,,,CA,Product 2,Line 1
951416,y17,M,Race6,,G,CA,Product 2,Line 1
953822,y17,M,Race6,,G,CA,Product 2,Line 1
951101,y17,F,Race6,,G,CA,Product 2,Line 1
953759,y17,M,Race6,,G,CA,Product 2,Line 1
953696,y17,F,Race2,,G,CA,Product 2,Line 1
953114,y17,M,Race6,,G,CA,Product 2,Line 1
950975,y17,M,Race2,,G,CA,Product 2,Line 1
953806,y17,F,Race2,,G,CA,Product 2,Line 1
953334,y17,M,Race6,,G,CA,Product 2,Line 1
951651,y17,M,Race4,,,CA,Product 2,Line 1
951509,y17,F,Race3,,G,CA,Product 2,Line 1
953789,y17,F,Race2,,G,CA,Product 2,Line 1
950140,y17,F,Race6,,,CA,Product 2,Line 1
879789,y17,M,Race3,,G,CA,Product 2,Line 1
943125,y17,M,Race6,,G,CA,Product 2,Line 1
889147,y17,F,Race4,FG,G,CA,Product 2,Line 1
892088,y17,F,Race3,,G,CA,Product 2,Line 1
872774,y17,M,Race7,FG,G,CA,Product 2,Line 1
951712,y17,M,Race6,,G,CA,Product 2,Line 1
953788,y17,F,Race2,,G,CA,Product 2,Line 1
947717,y17,F,Race6,,G,CA,Product 2,Line 1
908413,y17,M,Race3,FG,G,CA,Product 2,Line 1
941284,y17,F,Race2,,G,CA,Product 2,Line 1
953850,y17,M,Race2,,G,CA,Product 2,Line 1
953787,y17,M,Race6,,G,CA,Product 2,Line 1
933734,y17,F,Race6,,G,CA,Product 2,Line 1
91807,y17,F,Race6,,G,CA,Product 2,Line 1
951522,y17,F,Race2,,G,CA,Product 2,Line 1
953818,y17,M,Race3,,G,CA,Product 2,Line 1
953629,y17,M,Race2,,G,CA,Product 2,Line 1
953786,y17,M,Race3,,G,CA,Product 2,Line 1
906618,y17,M,Race6,,G,CA,Product 2,Line 1
953817,y17,M,Race1,,G,CA,Product 2,Line 1
953219,y17,M,Race2,,G,CA,Product 2,Line 1
951709,y17,F,Race4,,G,CA,Product 2,Line 1
953785,y17,F,Race6,,G,CA,Product 2,Line 1
772804,y17,F,Race2,,G,CA,Product 2,Line 1
951708,y17,M,Race6,,G,CA,Product 2,Line 1
953784,y17,M,Race6,,G,CA,Product 2,Line 1
951101,y17,F,Race6,,G,CA,Product 2,Line 1
953759,y17,M,Race6,,G,CA,Product 2,Line 1
879789,y17,M,Race3,,G,CA,Product 2,Line 1
953786,y17,M,Race3,,G,CA,Product 2,Line 1
953696,y17,F,Race2,,G,CA,Product 2,Line 1
953629,y17,M,Race2,,G,CA,Product 2,Line 1
953114,y17,M,Race6,,G,CA,Product 2,Line 1
950975,y17,M,Race2,,G,CA,Product 2,Line 1
892088,y17,F,Race3,,G,CA,Product 2,Line 1
906618,y17,M,Race6,,G,CA,Product 2,Line 1
953334,y17,M,Race6,,G,CA,Product 2,Line 1
953786,y17,M,Race3,,G,CA,Product 2,Line 1
872774,y17,M,Race7,FG,G,CA,Product 2,Line 1
951712,y17,M,Race6,,G,CA,Product 2,Line 1
951651,y17,M,Race4,,,CA,Product 2,Line 1
953788,y17,F,Race2,,G,CA,Product 2,Line 1
953817,y17,M,Race1,,G,CA,Product 2,Line 1
947717,y17,F,Race6,,G,CA,Product 2,Line 1
906618,y17,M,Race6,,G,CA,Product 2,Line 1
908413,y17,M,Race3,FG,G,CA,Product 2,Line 1
953219,y17,M,Race2,,G,CA,Product 2,Line 1
941284,y17,F,Race2,,G,CA,Product 2,Line 1
951509,y17,F,Race3,,G,CA,Product 2,Line 1
951709,y17,F,Race4,,G,CA,Product 2,Line 1
953785,y17,F,Race6,,G,CA,Product 2,Line 1
953219,y17,M,Race2,,G,CA,Product 2,Line 1
951709,y17,F,Race4,,G,CA,Product 2,Line 1
953785,y17,F,Race6,,G,CA,Product 2,Line 1
953850,y17,M,Race2,,G,CA,Product 2,Line 1
953789,y17,F,Race2,,G,CA,Product 2,Line 1
953787,y17,M,Race6,,G,CA,Product 2,Line 1
950140,y17,F,Race6,,,CA,Product 2,Line 1
91807,y17,F,Race6,,G,CA,Product 2,Line 1
951522,y17,F,Race2,,G,CA,Product 2,Line 1
772804,y17,F,Race2,,G,CA,Product 2,Line 1
879789,y17,M,Race3,,G,CA,Product 2,Line 1
943125,y17,M,Race6,,G,CA,Product 2,Line 1
953818,y17,M,Race3,,G,CA,Product 2,Line 1
951708,y17,M,Race6,,G,CA,Product 2,Line 1
889147,y17,F,Race4,FG,G,CA,Product 2,Line 1
772804,y17,F,Race2,,G,CA,Product 2,Line 1
914480,y17,M,Race3,FG,G,CA,Product 2,Line 1
953629,y17,M,Race2,,G,CA,Product 2,Line 1
953595,y17,M,Race1,,G,CA,Product 2,Line 1
951708,y17,M,Race6,,G,CA,Product 2,Line 1
872774,y17,M,Race7,FG,G,CA,Product 2,Line 1
951712,y17,M,Race6,,G,CA,Product 2,Line 1
953788,y17,F,Race2,,G,CA,Product 2,Line 1
947717,y17,F,Race6,,G,CA,Product 2,Line 1
953786,y17,M,Race3,,G,CA,Product 2,Line 1
914480,y17,M,Race3,FG,G,CA,Product 2,Line 1
953406,y17,F,Race4,,G,CA,Product 2,Line 1
908413,y17,M,Race3,FG,G,CA,Product 2,Line 1
953595,y17,M,Race1,,G,CA,Product 2,Line 1
953689,y17,F,Race6,,,CA,Product 2,Line 1
906618,y17,M,Race6,,G,CA,Product 2,Line 1
941284,y17,F,Race2,,G,CA,Product 2,Line 1
951078,y17,M,Race6,,G,CA,Product 2,Line 1
953406,y17,F,Race4,,G,CA,Product 2,Line 1
951015,y17,M,Race2,,G,CA,Product 2,Line 1
953689,y17,F,Race6,,,CA,Product 2,Line 1
953783,y17,F,Race2,,G,CA,Product 2,Line 1
953028,y17,F,Race2,,G,CA,Product 2,Line 1
951078,y17,M,Race6,,G,CA,Product 2,Line 1
951015,y17,M,Race2,,G,CA,Product 2,Line 1
953219,y17,M,Race2,,G,CA,Product 2,Line 1
953594,y17,F,Race4,,G,CA,Product 2,Line 1
953850,y17,M,Race2,,G,CA,Product 2,Line 1
953783,y17,F,Race2,,G,CA,Product 2,Line 1
953787,y17,M,Race6,,G,CA,Product 2,Line 1
951709,y17,F,Race4,,G,CA,Product 2,Line 1
953028,y17,F,Race2,,G,CA,Product 2,Line 1
91807,y17,F,Race6,,G,CA,Product 2,Line 1
953785,y17,F,Race6,,G,CA,Product 2,Line 1
951522,y17,F,Race2,,G,CA,Product 2,Line 1
953594,y17,F,Race4,,G,CA,Product 2,Line 1
953688,y17,F,Race1,,,CA,Product 2,Line 1
953818,y17,M,Race3,,G,CA,Product 2,Line 1
953688,y17,F,Race1,,,CA,Product 2,Line 1
953782,y17,F,Race3,,G,CA,Product 2,Line 1
953629,y17,M,Race2,,G,CA,Product 2,Line 1
953656,y17,M,Race6,,G,CA,Product 2,Line 1
